PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
PAY-46138282-efd9-4de9-a94b-212ec0602ff9,INV-46138282-efd9-4de9-a94b-212ec0602ff9,CID-001,2022-11-20,674.21,AmEx,Completed,SampleGen
PAY-259cdacc-47d8-4392-acff-e24f9088f548,INV-259cdacc-47d8-4392-acff-e24f9088f548,CID-001,2024-07-12,2283.72,MC,Completed,SampleGen
PAY-05096fc9-5a76-4240-b78a-a785cbefd0cd,INV-05096fc9-5a76-4240-b78a-a785cbefd0cd,CID-001,2022-06-20,1239.68,VISA,Completed,SampleGen
PAY-b4404a68-8c08-442f-a195-509637e86b85,INV-b4404a68-8c08-442f-a195-509637e86b85,CID-001,2021-12-03,4023.68,Discover,Completed,SampleGen
PAY-6a6bc5a7-d47a-4154-858f-9561dfeb6d53,INV-6a6bc5a7-d47a-4154-858f-9561dfeb6d53,CID-001,2024-03-11,2077.07,AmEx,Completed,SampleGen
PAY-a8ad6144-3e26-45af-8cbd-93659cc843b9,INV-a8ad6144-3e26-45af-8cbd-93659cc843b9,CID-001,2023-03-02,1272.32,MC,Completed,SampleGen
PAY-b160823b-a5c6-48d7-8461-3f40c22e9b65,INV-b160823b-a5c6-48d7-8461-3f40c22e9b65,CID-001,2026-04-03,1000.44,PayPal,Completed,SampleGen
PAY-34dfd184-70a3-4d1f-958f-26c884d96ee1,INV-34dfd184-70a3-4d1f-958f-26c884d96ee1,CID-002,2024-02-22,1413.74,VISA,Completed,SampleGen
PAY-918b27f1-230e-439f-883c-0aa620111399,INV-918b27f1-230e-439f-883c-0aa620111399,CID-003,2024-02-18,1750.84,MC,Completed,SampleGen
PAY-bffb4574-6520-428c-b740-ecca4f54226b,INV-bffb4574-6520-428c-b740-ecca4f54226b,CID-003,2023-09-11,434.99,VISA,Completed,SampleGen
PAY-982c13b1-3f69-411a-a636-1019e67ee825,INV-982c13b1-3f69-411a-a636-1019e67ee825,CID-003,2022-10-21,434.97,VISA,Completed,SampleGen
PAY-5289a913-3a86-4f34-95ac-96138ba7aa86,INV-5289a913-3a86-4f34-95ac-96138ba7aa86,CID-003,2023-10-20,326.24,VISA,Completed,SampleGen
PAY-01f3a565-238f-4185-9c63-90777d0f3fd4,INV-01f3a565-238f-4185-9c63-90777d0f3fd4,CID-004,2021-10-25,1522.45,VISA,Completed,SampleGen
PAY-ca69b23c-0629-42cc-a64f-4090b18ee571,INV-ca69b23c-0629-42cc-a64f-4090b18ee571,CID-005,2021-10-03,217.48,PayPal,Completed,SampleGen
PAY-1117dcb6-06f3-4ca6-b99a-daa775c93c69,INV-1117dcb6-06f3-4ca6-b99a-daa775c93c69,CID-005,2021-08-30,86.99,PayPal,Completed,SampleGen
PAY-cdb295fd-4ff6-4496-a8c5-fcfc3a54186c,INV-cdb295fd-4ff6-4496-a8c5-fcfc3a54186c,CID-006,2021-05-03,206.61,PayPal,Completed,SampleGen
PAY-c8650376-5362-497e-8caf-a691ad751cb3,INV-c8650376-5362-497e-8caf-a691ad751cb3,CID-006,2022-09-02,1196.21,VISA,Completed,SampleGen
PAY-2712304c-770c-42fa-b755-14a4f99d1adc,INV-2712304c-770c-42fa-b755-14a4f99d1adc,CID-006,2024-09-14,1413.73,VISA,Completed,SampleGen
PAY-e57e7dc2-efa4-40ec-b307-d2886d1879f5,INV-e57e7dc2-efa4-40ec-b307-d2886d1879f5,CID-006,2021-04-07,1087.45,VISA,Completed,SampleGen
PAY-6d575230-6503-4aea-8c40-73b31f3a744a,INV-6d575230-6503-4aea-8c40-73b31f3a744a,CID-006,2022-03-15,2066.19,VISA,Completed,SampleGen
PAY-e7628bb7-aee9-4e20-bc75-3b368afb8645,INV-e7628bb7-aee9-4e20-bc75-3b368afb8645,CID-007,2024-11-23,1631.2,VISA,Completed,SampleGen
PAY-7535017f-8570-4dfb-88b7-a6c39f295b0d,INV-7535017f-8570-4dfb-88b7-a6c39f295b0d,CID-007,2023-03-07,1968.32,VISA,Completed,SampleGen
PAY-99f401ad-985a-467b-ba54-1d4432d91cd9,INV-99f401ad-985a-467b-ba54-1d4432d91cd9,CID-008,2025-07-21,750.31,PayPal,Completed,SampleGen
PAY-adb033d7-ae12-4566-9ccb-daaec5591499,INV-adb033d7-ae12-4566-9ccb-daaec5591499,CID-008,2023-07-25,1033.1,VISA,Completed,SampleGen
PAY-364ab31e-e480-4d2d-b6a6-b6105ad0b2ab,INV-364ab31e-e480-4d2d-b6a6-b6105ad0b2ab,CID-008,2025-10-01,674.21,PayPal,Completed,SampleGen
PAY-7f37a120-1eba-4afe-af48-2320ef44416d,INV-7f37a120-1eba-4afe-af48-2320ef44416d,CID-008,2026-04-29,2599.06,MC,Completed,SampleGen
PAY-ac27303f-e4e7-4eb6-aead-0d011b4d7126,INV-ac27303f-e4e7-4eb6-aead-0d011b4d7126,CID-009,2026-01-23,630.74,VISA,Completed,SampleGen
PAY-20f2ce53-e702-4651-bcaf-d145aa509a48,INV-20f2ce53-e702-4651-bcaf-d145aa509a48,CID-010,2024-10-28,1739.93,MC,Completed,SampleGen
PAY-8bde0b98-65d8-4d2e-adf2-8e4328b55b10,INV-8bde0b98-65d8-4d2e-adf2-8e4328b55b10,CID-010,2023-01-07,978.73,Discover,Completed,SampleGen
PAY-5f388b79-63e5-41e4-a2c8-b321bb65dd6f,INV-5f388b79-63e5-41e4-a2c8-b321bb65dd6f,CID-010,2022-07-06,1120.05,VISA,Completed,SampleGen
PAY-45bb685f-eae5-4dbd-8b9d-aea7d975ca8a,INV-45bb685f-eae5-4dbd-8b9d-aea7d975ca8a,CID-010,2023-09-30,4839.31,VISA,Completed,SampleGen
PAY-fe9718a6-eed0-4c56-bdfc-ef4d468aa795,INV-fe9718a6-eed0-4c56-bdfc-ef4d468aa795,CID-010,2024-10-25,554.59,Discover,Completed,SampleGen
PAY-3fc4ab16-b61f-4fd8-83d3-6fa7daf414ad,INV-3fc4ab16-b61f-4fd8-83d3-6fa7daf414ad,CID-010,2022-08-17,217.48,MC,Completed,SampleGen
PAY-3ae7647d-0950-4e73-9db7-69dfdf3c82b1,INV-3ae7647d-0950-4e73-9db7-69dfdf3c82b1,CID-011,2024-06-02,434.96,AmEx,Completed,SampleGen
PAY-474414f3-6e43-4dac-ac35-5311c05ca949,INV-474414f3-6e43-4dac-ac35-5311c05ca949,CID-011,2022-10-14,1587.72,MC,Completed,SampleGen
PAY-cee601f1-fa84-4220-a2db-a06812ba6330,INV-cee601f1-fa84-4220-a2db-a06812ba6330,CID-011,2024-09-24,1522.47,VISA,Completed,SampleGen
PAY-60e03711-9305-4497-bbe4-c744a9c5257d,INV-60e03711-9305-4497-bbe4-c744a9c5257d,CID-012,2021-06-10,1152.69,VISA,Completed,SampleGen
PAY-7cfbb7fa-1894-41c5-b18a-999323e5e244,INV-7cfbb7fa-1894-41c5-b18a-999323e5e244,CID-012,2022-03-13,456.72,VISA,Completed,SampleGen
PAY-5abf811a-fb78-4e50-80c0-6355b2c068bd,INV-5abf811a-fb78-4e50-80c0-6355b2c068bd,CID-013,2022-04-05,1304.97,VISA,Completed,SampleGen
PAY-6aae43d2-06f0-4625-971c-0ac05b47752c,INV-6aae43d2-06f0-4625-971c-0ac05b47752c,CID-013,2024-02-08,2664.32,AmEx,Completed,SampleGen
PAY-8392fd44-4b0f-40f5-bd14-639bd857df59,INV-8392fd44-4b0f-40f5-bd14-639bd857df59,CID-013,2022-05-20,1565.95,AmEx,Completed,SampleGen
PAY-a65f7157-d95c-4d79-a72c-24b644cb5b2e,INV-a65f7157-d95c-4d79-a72c-24b644cb5b2e,CID-013,2025-06-11,434.96,AmEx,Completed,SampleGen
PAY-30e02764-c7e9-431f-932c-7fecf86ce0a9,INV-30e02764-c7e9-431f-932c-7fecf86ce0a9,CID-013,2025-08-12,1859.56,AmEx,Completed,SampleGen
PAY-246af566-70e0-4b97-bffb-fa897cf9e8e3,INV-246af566-70e0-4b97-bffb-fa897cf9e8e3,CID-014,2024-03-05,2066.2,VISA,Completed,SampleGen
PAY-42722002-7a10-4931-9799-a842c65348cf,INV-42722002-7a10-4931-9799-a842c65348cf,CID-014,2023-02-17,1946.57,AmEx,Completed,SampleGen
PAY-bc123287-e90f-4ed5-b967-a3d59aef3241,INV-bc123287-e90f-4ed5-b967-a3d59aef3241,CID-015,2025-10-20,1359.34,PayPal,Completed,SampleGen
PAY-46c335b7-090a-484c-a5b6-be7644e5568c,INV-46c335b7-090a-484c-a5b6-be7644e5568c,CID-016,2022-07-16,413.23,MC,Completed,SampleGen
PAY-3503f00e-6af7-4fc8-9a5a-d82ac265319f,INV-3503f00e-6af7-4fc8-9a5a-d82ac265319f,CID-017,2025-09-19,326.24,MC,Completed,SampleGen
PAY-ea4844b0-f29e-47c4-9d34-903910f2b182,INV-ea4844b0-f29e-47c4-9d34-903910f2b182,CID-017,2023-11-25,2599.06,PayPal,Completed,SampleGen
PAY-5d97fc27-6d85-4afa-9420-f32a61cc2288,INV-5d97fc27-6d85-4afa-9420-f32a61cc2288,CID-017,2021-10-17,3327.68,AmEx,Completed,SampleGen
PAY-aa115768-423e-4cac-abe6-c1acf5fffd31,INV-aa115768-423e-4cac-abe6-c1acf5fffd31,CID-017,2021-05-06,217.48,VISA,Completed,SampleGen
PAY-d14a2ec1-f815-4d1b-aaf0-352f006c1230,INV-d14a2ec1-f815-4d1b-aaf0-352f006c1230,CID-017,2022-10-04,1848.72,AmEx,Completed,SampleGen
PAY-385ae035-3981-4dc3-851c-552c06a88ee2,INV-385ae035-3981-4dc3-851c-552c06a88ee2,CID-017,2021-10-11,2207.57,MC,Completed,SampleGen
PAY-3b3f656a-2a36-4234-a95a-92ad80f7fb3c,INV-3b3f656a-2a36-4234-a95a-92ad80f7fb3c,CID-017,2024-06-08,2870.95,VISA,Completed,SampleGen
PAY-79814ffa-303a-41f7-af61-1f401de7bb32,INV-79814ffa-303a-41f7-af61-1f401de7bb32,CID-018,2023-01-25,434.99,AmEx,Completed,SampleGen
PAY-1c6b4604-da88-4265-af58-7fa0bc6fc919,INV-1c6b4604-da88-4265-af58-7fa0bc6fc919,CID-018,2023-10-07,3697.47,Discover,Completed,SampleGen
PAY-6dea366a-251d-4fcd-9789-5bd0a83763f8,INV-6dea366a-251d-4fcd-9789-5bd0a83763f8,CID-019,2024-07-13,2490.32,PayPal,Completed,SampleGen
PAY-745152d1-e6ab-40ab-b237-e706ca868721,INV-745152d1-e6ab-40ab-b237-e706ca868721,CID-019,2021-11-08,1609.48,AmEx,Completed,SampleGen
PAY-91069395-7732-4a00-bd81-c91d1bbf6ced,INV-91069395-7732-4a00-bd81-c91d1bbf6ced,CID-019,2025-10-07,163.11,VISA,Completed,SampleGen
PAY-eea9d0dd-1dc9-4826-97c0-b076c354eb57,INV-eea9d0dd-1dc9-4826-97c0-b076c354eb57,CID-019,2023-11-04,1555.09,MC,Completed,SampleGen
PAY-6faa895c-8722-425f-aad6-ae9b2af263a6,INV-6faa895c-8722-425f-aad6-ae9b2af263a6,CID-019,2024-12-21,195.74,VISA,Completed,SampleGen
PAY-99fca60d-ef9b-4ccf-8a83-f3d61f5861c5,INV-99fca60d-ef9b-4ccf-8a83-f3d61f5861c5,CID-019,2024-07-21,543.72,PayPal,Completed,SampleGen
PAY-5e9c7490-9286-469d-8414-daf095b4ba34,INV-5e9c7490-9286-469d-8414-daf095b4ba34,CID-019,2024-10-12,3806.18,PayPal,Completed,SampleGen
PAY-31db6ad2-4407-4de6-ac7d-38b2d499322a,INV-31db6ad2-4407-4de6-ac7d-38b2d499322a,CID-020,2024-04-18,935.21,MC,Completed,SampleGen
PAY-f67efc25-2bc7-468c-a972-9b373cc491e6,INV-f67efc25-2bc7-468c-a972-9b373cc491e6,CID-020,2026-02-09,869.98,VISA,Completed,SampleGen
PAY-6809bb7e-f9e2-411b-8cf4-3f71b3086379,INV-6809bb7e-f9e2-411b-8cf4-3f71b3086379,CID-020,2023-07-04,2000.93,MC,Completed,SampleGen
