OrderId,SalesChannelId,OrderNumber,CustomerId,CustomerAccountId,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
fb4ef865-4de1-4c5a-b370-62b843b5d1d9,ADB,D200000,CID-001,CA-0002,2020-02-15,Completed,1253.76,75.24,1329.0,MC,USD,SampleGen
8281a893-e377-44bd-9eda-0a08f1e3d061,ADB,D200001,CID-001,CA-0002,2020-03-21,Completed,671.9,40.32,712.22,MC,USD,SampleGen
dbf37628-340e-4c8c-8fc3-c9d0782558e6,ADB,D200002,CID-001,CA-0002,2020-05-27,Completed,2243.82,134.64,2378.46,AmEx,USD,SampleGen
b0e2949a-df3f-4adf-95f0-51df4326d4bc,ADB,D200003,CID-001,CA-0002,2020-06-23,Completed,2063.72,123.84,2187.56,PayPal,USD,SampleGen
c5153dae-c92b-484d-a34a-3eef853fa2cb,ADB,D200004,CID-001,CA-0002,2020-12-12,Pending,1023.82,61.44,1085.26,MC,USD,SampleGen
29872260-64c4-4c52-a75e-84d081791af3,ADB,D200005,CID-001,CA-0002,2021-04-10,Completed,1819.84,109.2,1929.04,PayPal,USD,SampleGen
f8282228-1e4e-4c44-b25c-5fbcf8006857,ADB,D200006,CID-001,CA-0002,2021-05-15,Completed,1351.76,81.12,1432.88,AmEx,USD,SampleGen
b87ab50a-9318-4f80-a9ff-9548d52ad0c5,ADB,D200007,CID-001,CA-0002,2021-08-30,Completed,2831.76,169.92,3001.68,PayPal,USD,SampleGen
2710eb67-de66-4686-90be-ece376612df6,ADB,D200008,CID-001,CA-0002,2021-11-14,Cancelled,1947.7,116.88,2064.58,MC,USD,SampleGen
83459c02-e94a-4fa7-8242-cef1b70a3b6a,ADB,D200009,CID-001,CA-0002,2021-12-22,Completed,4043.78,242.64,4286.42,Discover,USD,SampleGen
6118d43a-4477-4f3a-bc58-d4408d670f6a,ADB,D200010,CID-001,CA-0002,2022-01-17,Completed,3027.86,181.68,3209.54,MC,USD,SampleGen
