OrderId,OrderLineNumber,ProductId,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
b31f9a2b-d413-4a22-8353-d0ef6c9ca24e,1,1561,EcoFire Camping Stove,3,124.99,374.97,0.0,32.81
8a5336e5-dee2-45ea-bd76-af13ba7e3e05,1,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
e260a75f-8e46-47b5-81e5-a58cfe60cb85,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
e260a75f-8e46-47b5-81e5-a58cfe60cb85,2,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
e260a75f-8e46-47b5-81e5-a58cfe60cb85,3,1562,PowerBurner Camping Stove,1,189.99,189.99,0.0,16.62
e260a75f-8e46-47b5-81e5-a58cfe60cb85,4,1553,Adventure Dining Table,2,149.99,299.98,0.0,26.25
a67509ee-2d2c-4198-a2ec-59d1f679dd19,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
a67509ee-2d2c-4198-a2ec-59d1f679dd19,2,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
9ae886d3-e383-4414-bf20-ce85611f9d89,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
9ae886d3-e383-4414-bf20-ce85611f9d89,2,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
9cd8aebe-71cc-45a3-bd59-a97e02b0efa3,1,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
9cd8aebe-71cc-45a3-bd59-a97e02b0efa3,2,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
42a3226b-703b-4015-9cdf-1db2caeff9f7,1,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
42a3226b-703b-4015-9cdf-1db2caeff9f7,2,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
35de9b0d-3a09-47f0-81bf-5a7591fe9cf0,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
35de9b0d-3a09-47f0-81bf-5a7591fe9cf0,2,1563,CompactCook Camping Stove,3,94.99,284.97,0.0,24.93
c5b6bb21-f957-445c-b18b-aeb8a40e8806,1,1571,CozyNights Sleeping Bag,3,159.99,479.97,0.0,42.0
c5b6bb21-f957-445c-b18b-aeb8a40e8806,2,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
0f13de7d-b02e-4710-8b58-1f6364c8dd91,1,1563,CompactCook Camping Stove,1,94.99,94.99,0.0,8.31
0f13de7d-b02e-4710-8b58-1f6364c8dd91,2,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
0f13de7d-b02e-4710-8b58-1f6364c8dd91,3,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
1976b61a-4d26-4e53-90da-fcc29e7188e3,1,1563,CompactCook Camping Stove,3,94.99,284.97,0.0,24.93
1976b61a-4d26-4e53-90da-fcc29e7188e3,2,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
1976b61a-4d26-4e53-90da-fcc29e7188e3,3,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
1976b61a-4d26-4e53-90da-fcc29e7188e3,4,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
8099d119-c7c3-492f-9b77-6cec2947ddba,1,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
36159819-a183-451e-a273-2c173cc66536,1,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
e5d449ee-b9fb-4566-9942-a24b4a450eb5,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
e5d449ee-b9fb-4566-9942-a24b4a450eb5,2,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
e5d449ee-b9fb-4566-9942-a24b4a450eb5,3,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
e5d449ee-b9fb-4566-9942-a24b4a450eb5,4,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
540ddcf6-a344-4c33-981d-e27e8a9d8b84,1,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
540ddcf6-a344-4c33-981d-e27e8a9d8b84,2,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
540ddcf6-a344-4c33-981d-e27e8a9d8b84,3,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
bccce7c6-6a2b-4d48-9484-5638068b7eec,1,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
bccce7c6-6a2b-4d48-9484-5638068b7eec,2,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
bccce7c6-6a2b-4d48-9484-5638068b7eec,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
75f84d72-ba7f-4235-8db1-48bb5c843079,1,1581,LED Headlamp - Rechargeable,2,74.99,149.98,0.0,13.12
7ca22119-317e-46f0-90dc-6c77b5f3832e,1,1521,Adventurer Pro Backpack,2,189.99,379.98,0.0,33.25
7ca22119-317e-46f0-90dc-6c77b5f3832e,2,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
7ca22119-317e-46f0-90dc-6c77b5f3832e,3,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
7ca22119-317e-46f0-90dc-6c77b5f3832e,4,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
358464d3-3e82-448e-9a8f-5c805c34e5b2,1,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
358464d3-3e82-448e-9a8f-5c805c34e5b2,2,1571,CozyNights Sleeping Bag,3,159.99,479.97,0.0,42.0
b9c4fa64-849e-4e85-b5b4-12074e14ce6f,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
b523fd15-8cfa-47ce-b3b2-3689e9c878f1,1,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
b523fd15-8cfa-47ce-b3b2-3689e9c878f1,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
